motif_id	tf_name	tf_class	tf_family	tf_subfamily
NOBOX_HUMAN.H11MO.0.C	NOBOX	homeo domain factors	paired-related HD factors	NOBOX
NR1D1_HUMAN.H11MO.0.B	NR1D1	nuclear receptors with C4 zinc fingers	thyroid hormone receptor-related factors (NR1)	Rev-ErbA (NR1D)
NR1H3_HUMAN.H11MO.0.B	NR1H3	nuclear receptors with C4 zinc fingers	thyroid hormone receptor-related factors (NR1)	LXR (NR1H)
M08152_2.00	NR1H4	nuclear receptors with C4 zinc fingers	thyroid hormone receptor-related factors (NR1)	LXR (NR1H)
NR1H4_HUMAN.H11MO.0.B	NR1H4	nuclear receptors with C4 zinc fingers	thyroid hormone receptor-related factors (NR1)	LXR (NR1H)
NR1I2_HUMAN.H11MO.0.C	NR1I2	nuclear receptors with C4 zinc fingers	thyroid hormone receptor-related factors (NR1)	vitamin D receptor (NR1I)
NR1I3_HUMAN.H11MO.0.C	NR1I3	nuclear receptors with C4 zinc fingers	thyroid hormone receptor-related factors (NR1)	vitamin D receptor (NR1I)
NR2C1_HUMAN.H11MO.0.C	NR2C1	nuclear receptors with C4 zinc fingers	RXR-related receptors (NR2)	testicular receptors (NR2C)
M07990_2.00	NR2C2	nuclear receptors with C4 zinc fingers	RXR-related receptors (NR2)	testicular receptors (NR2C)
M07991_2.00	NR2C2	nuclear receptors with C4 zinc fingers	RXR-related receptors (NR2)	testicular receptors (NR2C)
M07992_2.00	NR2C2	nuclear receptors with C4 zinc fingers	RXR-related receptors (NR2)	testicular receptors (NR2C)
M08156_2.00	NR2C2	nuclear receptors with C4 zinc fingers	RXR-related receptors (NR2)	testicular receptors (NR2C)
M08221_2.00	NR2C2	nuclear receptors with C4 zinc fingers	RXR-related receptors (NR2)	testicular receptors (NR2C)
M08222_2.00	NR2C2	nuclear receptors with C4 zinc fingers	RXR-related receptors (NR2)	testicular receptors (NR2C)
MA0504.1	NR2C2	nuclear receptors with C4 zinc fingers	RXR-related receptors (NR2)	testicular receptors (NR2C)
NR2C2_HUMAN.H11MO.0.B	NR2C2	nuclear receptors with C4 zinc fingers	RXR-related receptors (NR2)	testicular receptors (NR2C)
NR2E3_HUMAN.H11MO.0.C	NR2E3	nuclear receptors with C4 zinc fingers	RXR-related receptors (NR2)	tailless-like receptors (NR2E)
M08157_2.00	NR2F2	nuclear receptors with C4 zinc fingers	RXR-related receptors (NR2)	COUP-like receptors (NR2F)
M08223_2.00	NR2F2	nuclear receptors with C4 zinc fingers	RXR-related receptors (NR2)	COUP-like receptors (NR2F)
M08224_2.00	NR2F2	nuclear receptors with C4 zinc fingers	RXR-related receptors (NR2)	COUP-like receptors (NR2F)
MA1111.1	NR2F2	nuclear receptors with C4 zinc fingers	RXR-related receptors (NR2)	COUP-like receptors (NR2F)
M07986_2.00	NR3C1	nuclear receptors with C4 zinc fingers	steroid hormone receptors (NR3)	GR-like receptors (NR3C)
M07987_2.00	NR3C1	nuclear receptors with C4 zinc fingers	steroid hormone receptors (NR3)	GR-like receptors (NR3C)
M08153_2.00	NR4A1	nuclear receptors with C4 zinc fingers	NGFI-B-related receptors (NR4)	NA
MA1112.2	NR4A1	nuclear receptors with C4 zinc fingers	NGFI-B-related receptors (NR4)	NA
NR4A1_HUMAN.H11MO.0.A	NR4A1	nuclear receptors with C4 zinc fingers	NGFI-B-related receptors (NR4)	NA
NR4A2_HUMAN.H11MO.0.C	NR4A2	nuclear receptors with C4 zinc fingers	NGFI-B-related receptors (NR4)	NA
NR5A2_HUMAN.H11MO.0.B	NR5A2	nuclear receptors with C4 zinc fingers	FTZ-F1-related receptors (NR5)	NA
NR6A1_HUMAN.H11MO.0.B	NR6A1	nuclear receptors with C4 zinc fingers	GCNF-related receptors (NR6)	NA
M08177_2.00	NRF1	basic leucine zipper (bZIP) factors	Jun-related factors	NF-E2-like factors
NRF1_HUMAN.H11MO.0.A	NRF1	basic leucine zipper (bZIP) factors	Jun-related factors	NF-E2-like factors
OLIG2_HUMAN.H11MO.0.B	OLIG2	basic helix-loop-helix (bHLH) factors	Tal-related factors	Neurogenin/Atonal-like factors
MA0679.2	ONECUT1	homeo domain factors	HD-CUT factors	ONECUT
M08324_2.00	OSR2	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
MA1646.1	OSR2	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
OSR2_HUMAN.H11MO.0.C	OSR2	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
MA0712.2	OTX2	homeo domain factors	paired-related HD factors	OTX
OTX2_HUMAN.H11MO.0.A	OTX2	homeo domain factors	paired-related HD factors	OTX
OVOL1_HUMAN.H11MO.0.C	OVOL1	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	OVOL-factors
OZF_HUMAN.H11MO.0.C	OZF	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF146-like factors
P53_HUMAN.H11MO.0.A	P53	p53 domain factors	p53-related factors	NA
P63_HUMAN.H11MO.0.A	P63	p53 domain factors	p53-related factors	NA
P73_HUMAN.H11MO.0.A	P73	p53 domain factors	p53-related factors	NA
M08287_2.00	PATZ1	C2H2 zinc finger factors	factors with multiple dispersed zinc fingers	MAZ-like factors
MA1961.1	PATZ1	C2H2 zinc finger factors	factors with multiple dispersed zinc fingers	MAZ-like factors
PATZ1_HUMAN.H11MO.0.C	PATZ1	C2H2 zinc finger factors	factors with multiple dispersed zinc fingers	MAZ-like factors
M07995_2.00	PAX5	paired box factors	paired domain only	PAX-2-like factors (partial homeobox)
M07996_2.00	PAX5	paired box factors	paired domain only	PAX-2-like factors (partial homeobox)
M07997_2.00	PAX5	paired box factors	paired domain only	PAX-2-like factors (partial homeobox)
M07998_2.00	PAX5	paired box factors	paired domain only	PAX-2-like factors (partial homeobox)
M08160_2.00	PAX5	paired box factors	paired domain only	PAX-2-like factors (partial homeobox)
M08227_2.00	PAX5	paired box factors	paired domain only	PAX-2-like factors (partial homeobox)
M08228_2.00	PAX5	paired box factors	paired domain only	PAX-2-like factors (partial homeobox)
MA0014.3	PAX5	paired box factors	paired domain only	PAX-2-like factors (partial homeobox)
PAX5_HUMAN.H11MO.0.A	PAX5	paired box factors	paired domain only	PAX-2-like factors (partial homeobox)
PAX6_HUMAN.H11MO.0.C	PAX6	paired box factors	paired plus homeo domain	PAX-4/6
PBX1_HUMAN.H11MO.0.A	PBX1	homeo domain factors	TALE-type homeo domain factors	PBX
M08134_2.00	PBX2	homeo domain factors	TALE-type homeo domain factors	PBX
MA1113.2	PBX2	homeo domain factors	TALE-type homeo domain factors	PBX
PBX2_HUMAN.H11MO.0.C	PBX2	homeo domain factors	TALE-type homeo domain factors	PBX
M07971_2.00	PBX3	homeo domain factors	TALE-type homeo domain factors	PBX
M08132_2.00	PBX3	homeo domain factors	TALE-type homeo domain factors	PBX
MA1114.1	PBX3	homeo domain factors	TALE-type homeo domain factors	PBX
PBX3_HUMAN.H11MO.0.A	PBX3	homeo domain factors	TALE-type homeo domain factors	PBX
PDX1_HUMAN.H11MO.0.A	PDX1	homeo domain factors	HOX-related factors	PDX
PEBB_HUMAN.H11MO.0.C	PEBB	NA	NA	NA
MA0681.2	PHOX2B	homeo domain factors	paired-related HD factors	PHOX
PIT1_HUMAN.H11MO.0.C	PIT1	homeo domain factors	POU domain factors	POU1 (Pit1-like factors)
MA0782.2	PKNOX1	homeo domain factors	TALE-type homeo domain factors	PKNOX
PKNX1_HUMAN.H11MO.0.B	PKNX1	homeo domain factors	TALE-type homeo domain factors	PKNOX
PO2F1_HUMAN.H11MO.0.C	PO2F1	homeo domain factors	POU domain factors	POU2 (Oct-1/2-like factors)
PO2F2_HUMAN.H11MO.0.A	PO2F2	homeo domain factors	POU domain factors	POU2 (Oct-1/2-like factors)
PO3F1_HUMAN.H11MO.0.C	PO3F1	homeo domain factors	POU domain factors	POU3 (Oct-6-like factors)
PO3F2_HUMAN.H11MO.0.A	PO3F2	homeo domain factors	POU domain factors	POU3 (Oct-6-like factors)
PO5F1_HUMAN.H11MO.0.A	PO5F1	homeo domain factors	POU domain factors	POU5 (Oct-3/4-like factors)
M07972_2.00	POU2F2	homeo domain factors	POU domain factors	POU2 (Oct-1/2-like factors)
M07973_2.00	POU2F2	homeo domain factors	POU domain factors	POU2 (Oct-1/2-like factors)
M07974_2.00	POU2F2	homeo domain factors	POU domain factors	POU2 (Oct-1/2-like factors)
M07975_2.00	POU2F2	homeo domain factors	POU domain factors	POU2 (Oct-1/2-like factors)
M08140_2.00	POU2F2	homeo domain factors	POU domain factors	POU2 (Oct-1/2-like factors)
MA0627.2	POU2F3	homeo domain factors	POU domain factors	POU2 (Oct-1/2-like factors)
M07976_2.00	POU5F1	homeo domain factors	POU domain factors	POU5 (Oct-3/4-like factors)
M08141_2.00	POU5F1	homeo domain factors	POU domain factors	POU5 (Oct-3/4-like factors)
MA1115.1	POU5F1	homeo domain factors	POU domain factors	POU5 (Oct-3/4-like factors)
PPARA_HUMAN.H11MO.0.B	PPARA	nuclear receptors with C4 zinc fingers	thyroid hormone receptor-related factors (NR1)	PPAR (NR1C)
PPARG_HUMAN.H11MO.0.A	PPARG	nuclear receptors with C4 zinc fingers	thyroid hormone receptor-related factors (NR1)	PPAR (NR1C)
PRD14_HUMAN.H11MO.0.A	PRD14	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
M07845_2.00	PRDM1	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	PRDM1-like factors
M08083_2.00	PRDM1	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	PRDM1-like factors
M08191_2.00	PRDM1	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	PRDM1-like factors
M08192_2.00	PRDM1	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	PRDM1-like factors
M08276_2.00	PRDM1	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	PRDM1-like factors
MA0508.3	PRDM1	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	PRDM1-like factors
PRDM1_HUMAN.H11MO.0.A	PRDM1	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	PRDM1-like factors
M08277_2.00	PRDM6	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
PRDM6_HUMAN.H11MO.0.C	PRDM6	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
M07610_2.00	PRDM9	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
MA1723.1	PRDM9	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
PRGR_HUMAN.H11MO.0.A	PRGR	nuclear receptors with C4 zinc fingers	steroid hormone receptors (NR3)	GR-like receptors (NR3C)
PRRX2_HUMAN.H11MO.0.C	PRRX2	homeo domain factors	paired-related HD factors	PRRX
PTF1A_HUMAN.H11MO.0.B	PTF1A	basic helix-loop-helix (bHLH) factors	Tal-related factors	Twist-like factors
RARA_HUMAN.H11MO.0.A	RARA	nuclear receptors with C4 zinc fingers	thyroid hormone receptor-related factors (NR1)	retinoic acid receptors (NR1B)
RARG_HUMAN.H11MO.0.B	RARG	nuclear receptors with C4 zinc fingers	thyroid hormone receptor-related factors (NR1)	retinoic acid receptors (NR1B)
M07595_2.00	RBAK	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF12-like factors
M08105_2.00	RBPJ	Rel homology region (RHR) factors	CSL-related factors	M
MA1116.1	RBPJ	Rel homology region (RHR) factors	CSL-related factors	M
REL_HUMAN.H11MO.0.B	REL	Rel homology region (RHR) factors	NF-kappaB-related factors	NF-kappaB p65 subunit-like factors
M07999_2.00	RELA	Rel homology region (RHR) factors	NF-kappaB-related factors	NF-kappaB p65 subunit-like factors
M08000_2.00	RELA	Rel homology region (RHR) factors	NF-kappaB-related factors	NF-kappaB p65 subunit-like factors
M08001_2.00	RELA	Rel homology region (RHR) factors	NF-kappaB-related factors	NF-kappaB p65 subunit-like factors
M08002_2.00	RELA	Rel homology region (RHR) factors	NF-kappaB-related factors	NF-kappaB p65 subunit-like factors
M08003_2.00	RELA	Rel homology region (RHR) factors	NF-kappaB-related factors	NF-kappaB p65 subunit-like factors
M08004_2.00	RELA	Rel homology region (RHR) factors	NF-kappaB-related factors	NF-kappaB p65 subunit-like factors
M08005_2.00	RELA	Rel homology region (RHR) factors	NF-kappaB-related factors	NF-kappaB p65 subunit-like factors
M08006_2.00	RELA	Rel homology region (RHR) factors	NF-kappaB-related factors	NF-kappaB p65 subunit-like factors
M08007_2.00	RELA	Rel homology region (RHR) factors	NF-kappaB-related factors	NF-kappaB p65 subunit-like factors
M08008_2.00	RELA	Rel homology region (RHR) factors	NF-kappaB-related factors	NF-kappaB p65 subunit-like factors
M08161_2.00	RELB	Rel homology region (RHR) factors	NF-kappaB-related factors	NF-kappaB p65 subunit-like factors
MA1117.1	RELB	Rel homology region (RHR) factors	NF-kappaB-related factors	NF-kappaB p65 subunit-like factors
RELB_HUMAN.H11MO.0.C	RELB	Rel homology region (RHR) factors	NF-kappaB-related factors	NF-kappaB p65 subunit-like factors
M07846_2.00	REST	C2H2 zinc finger factors	factors with multiple dispersed zinc fingers	unclassified
M07847_2.00	REST	C2H2 zinc finger factors	factors with multiple dispersed zinc fingers	unclassified
M07848_2.00	REST	C2H2 zinc finger factors	factors with multiple dispersed zinc fingers	unclassified
M07849_2.00	REST	C2H2 zinc finger factors	factors with multiple dispersed zinc fingers	unclassified
M07850_2.00	REST	C2H2 zinc finger factors	factors with multiple dispersed zinc fingers	unclassified
M07851_2.00	REST	C2H2 zinc finger factors	factors with multiple dispersed zinc fingers	unclassified
M07852_2.00	REST	C2H2 zinc finger factors	factors with multiple dispersed zinc fingers	unclassified
M07853_2.00	REST	C2H2 zinc finger factors	factors with multiple dispersed zinc fingers	unclassified
M07854_2.00	REST	C2H2 zinc finger factors	factors with multiple dispersed zinc fingers	unclassified
M08084_2.00	REST	C2H2 zinc finger factors	factors with multiple dispersed zinc fingers	unclassified
MA0138.2	REST	C2H2 zinc finger factors	factors with multiple dispersed zinc fingers	unclassified
REST_HUMAN.H11MO.0.A	REST	C2H2 zinc finger factors	factors with multiple dispersed zinc fingers	unclassified
MA0509.3	RFX1	forkhead/winged helix factors	RFX-related factors	NA
RFX1_HUMAN.H11MO.0.B	RFX1	forkhead/winged helix factors	RFX-related factors	NA
RFX2_HUMAN.H11MO.0.A	RFX2	forkhead/winged helix factors	RFX-related factors	NA
RFX3_HUMAN.H11MO.0.B	RFX3	forkhead/winged helix factors	RFX-related factors	NA
M08009_2.00	RFX5	forkhead/winged helix factors	RFX-related factors	NA
M08010_2.00	RFX5	forkhead/winged helix factors	RFX-related factors	NA
M08011_2.00	RFX5	forkhead/winged helix factors	RFX-related factors	NA
M08012_2.00	RFX5	forkhead/winged helix factors	RFX-related factors	NA
RFX5_HUMAN.H11MO.0.A	RFX5	forkhead/winged helix factors	RFX-related factors	NA
RORA_HUMAN.H11MO.0.C	RORA	nuclear receptors with C4 zinc fingers	thyroid hormone receptor-related factors (NR1)	ROR (NR1F)
RORG_HUMAN.H11MO.0.C	RORG	nuclear receptors with C4 zinc fingers	thyroid hormone receptor-related factors (NR1)	ROR (NR1F)
RUNX1_HUMAN.H11MO.0.A	RUNX1	Runt domain factors	Runt-related factors	NA
RUNX2_HUMAN.H11MO.0.A	RUNX2	Runt domain factors	Runt-related factors	NA
MA0684.2	RUNX3	Runt domain factors	Runt-related factors	NA
RUNX3_HUMAN.H11MO.0.A	RUNX3	Runt domain factors	Runt-related factors	NA
M07993_2.00	RXRA	nuclear receptors with C4 zinc fingers	RXR-related receptors (NR2)	retinoid X receptors (NR2B)
M07994_2.00	RXRA	nuclear receptors with C4 zinc fingers	RXR-related receptors (NR2)	retinoid X receptors (NR2B)
RXRA_HUMAN.H11MO.0.A	RXRA	nuclear receptors with C4 zinc fingers	RXR-related receptors (NR2)	retinoid X receptors (NR2B)
RXRB_HUMAN.H11MO.0.C	RXRB	nuclear receptors with C4 zinc fingers	RXR-related receptors (NR2)	retinoid X receptors (NR2B)
RXRG_HUMAN.H11MO.0.B	RXRG	nuclear receptors with C4 zinc fingers	RXR-related receptors (NR2)	retinoid X receptors (NR2B)
SALL4_HUMAN.H11MO.0.B	SALL4	C2H2 zinc finger factors	factors with multiple dispersed zinc fingers	Sal-like factors
M08397_2.00	SCRT1	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	Snail-like factors
MA0743.2	SCRT1	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	Snail-like factors
MA0744.2	SCRT2	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	Snail-like factors
M08130_2.00	SIX1	homeo domain factors	HD-SINE factors	SIX1-like factors
MA1118.1	SIX1	homeo domain factors	HD-SINE factors	SIX1-like factors
SIX1_HUMAN.H11MO.0.A	SIX1	homeo domain factors	HD-SINE factors	SIX1-like factors
M08133_2.00	SIX2	homeo domain factors	HD-SINE factors	SIX1-like factors
MA1119.1	SIX2	homeo domain factors	HD-SINE factors	SIX1-like factors
SIX2_HUMAN.H11MO.0.A	SIX2	homeo domain factors	HD-SINE factors	SIX1-like factors
M08208_2.00	SIX5	homeo domain factors	HD-SINE factors	SIX4-like factors
M08209_2.00	SIX5	homeo domain factors	HD-SINE factors	SIX4-like factors
SMAD2_HUMAN.H11MO.0.A	SMAD2	SMAD/NF-1 DNA-binding domain factors	SMAD factors	regulatory Smads (R-Smad)
SMAD3_HUMAN.H11MO.0.B	SMAD3	SMAD/NF-1 DNA-binding domain factors	SMAD factors	regulatory Smads (R-Smad)
SMAD4_HUMAN.H11MO.0.B	SMAD4	SMAD/NF-1 DNA-binding domain factors	SMAD factors	co-activating Smads (Co-Smad)
SMCA1_HUMAN.H11MO.0.C	SMCA1	tryptophan cluster factors	Myb/SANT domain factors	SMARCA-like factors
SMCA5_HUMAN.H11MO.0.C	SMCA5	tryptophan cluster factors	Myb/SANT domain factors	SMARCA-like factors
M08303_2.00	SNAI1	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	Snail-like factors
SNAI1_HUMAN.H11MO.0.C	SNAI1	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	Snail-like factors
MA0745.2	SNAI2	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	Snail-like factors
SNAI2_HUMAN.H11MO.0.A	SNAI2	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	Snail-like factors
M08165_2.00	SOX10	high-mobility group (HMG) domain factors	SOX-related factors	group E
MA0442.2	SOX10	high-mobility group (HMG) domain factors	SOX-related factors	group E
SOX10_HUMAN.H11MO.0.B	SOX10	high-mobility group (HMG) domain factors	SOX-related factors	group E
M08166_2.00	SOX13	high-mobility group (HMG) domain factors	SOX-related factors	group D
MA1120.1	SOX13	high-mobility group (HMG) domain factors	SOX-related factors	group D
SOX17_HUMAN.H11MO.0.C	SOX17	high-mobility group (HMG) domain factors	SOX-related factors	group F
MA0143.4	SOX2	high-mobility group (HMG) domain factors	SOX-related factors	group B
SOX2_HUMAN.H11MO.0.A	SOX2	high-mobility group (HMG) domain factors	SOX-related factors	group B
SOX3_HUMAN.H11MO.0.B	SOX3	high-mobility group (HMG) domain factors	SOX-related factors	group B
SOX4_HUMAN.H11MO.0.B	SOX4	high-mobility group (HMG) domain factors	SOX-related factors	group C
SOX5_HUMAN.H11MO.0.C	SOX5	high-mobility group (HMG) domain factors	SOX-related factors	group D
SOX9_HUMAN.H11MO.0.B	SOX9	high-mobility group (HMG) domain factors	SOX-related factors	group E
M08096_2.00	SP1	C2H2 zinc finger factors	three-zinc finger Krüppel-related factors	Sp1-like factors
M08363_2.00	SP1	C2H2 zinc finger factors	three-zinc finger Krüppel-related factors	Sp1-like factors
MA0079.5	SP1	C2H2 zinc finger factors	three-zinc finger Krüppel-related factors	Sp1-like factors
SP1_HUMAN.H11MO.0.A	SP1	C2H2 zinc finger factors	three-zinc finger Krüppel-related factors	Sp1-like factors
M07932_2.00	SP2	C2H2 zinc finger factors	three-zinc finger Krüppel-related factors	Sp1-like factors
M08092_2.00	SP2	C2H2 zinc finger factors	three-zinc finger Krüppel-related factors	Sp1-like factors
M08326_2.00	SP2	C2H2 zinc finger factors	three-zinc finger Krüppel-related factors	Sp1-like factors
MA0516.3	SP2	C2H2 zinc finger factors	three-zinc finger Krüppel-related factors	Sp1-like factors
SP2_HUMAN.H11MO.0.A	SP2	C2H2 zinc finger factors	three-zinc finger Krüppel-related factors	Sp1-like factors
SP3_HUMAN.H11MO.0.B	SP3	C2H2 zinc finger factors	three-zinc finger Krüppel-related factors	Sp1-like factors
M08296_2.00	SP4	C2H2 zinc finger factors	three-zinc finger Krüppel-related factors	Sp1-like factors
MA0685.2	SP4	C2H2 zinc finger factors	three-zinc finger Krüppel-related factors	Sp1-like factors
SP4_HUMAN.H11MO.0.A	SP4	C2H2 zinc finger factors	three-zinc finger Krüppel-related factors	Sp1-like factors
M07944_2.00	SPI1	tryptophan cluster factors	Ets-related factors	Spi-like factors
M07945_2.00	SPI1	tryptophan cluster factors	Ets-related factors	Spi-like factors
M07946_2.00	SPI1	tryptophan cluster factors	Ets-related factors	Spi-like factors
M08026_2.00	SPI1	tryptophan cluster factors	Ets-related factors	Spi-like factors
SPI1_HUMAN.H11MO.0.A	SPI1	tryptophan cluster factors	Ets-related factors	Spi-like factors
MA0081.2	SPIB	tryptophan cluster factors	Ets-related factors	Spi-like factors
SPIB_HUMAN.H11MO.0.A	SPIB	tryptophan cluster factors	Ets-related factors	Spi-like factors
SRBP1_HUMAN.H11MO.0.A	SRBP1	basic helix-loop-helix (bHLH)	bHLH-ZIP factors	SREBP factors
SRBP2_HUMAN.H11MO.0.B	SRBP2	basic helix-loop-helix (bHLH)	bHLH-ZIP factors	SREBP factors
M08048_2.00	SREBF1	basic helix-loop-helix (bHLH)	bHLH-ZIP factors	SREBP factors
MA0595.1	SREBF1	basic helix-loop-helix (bHLH)	bHLH-ZIP factors	SREBP factors
MA0829.2	SREBF1	basic helix-loop-helix (bHLH)	bHLH-ZIP factors	SREBP factors
M08059_2.00	SREBF2	basic helix-loop-helix (bHLH)	bHLH-ZIP factors	SREBP factors
MA0596.1	SREBF2	basic helix-loop-helix (bHLH)	bHLH-ZIP factors	SREBP factors
M07981_2.00	SRF	MADS box factors	responders to external signals (SRF/RLM1)	NA
M07982_2.00	SRF	MADS box factors	responders to external signals (SRF/RLM1)	NA
M07983_2.00	SRF	MADS box factors	responders to external signals (SRF/RLM1)	NA
M07984_2.00	SRF	MADS box factors	responders to external signals (SRF/RLM1)	NA
SRF_HUMAN.H11MO.0.A	SRF	MADS box factors	responders to external signals (SRF/RLM1)	NA
SRY_HUMAN.H11MO.0.B	SRY	high-mobility group (HMG) domain factors	SOX-related factors	group A
STA5A_HUMAN.H11MO.0.A	STA5A	STAT domain factors	STAT factors	NA
STA5B_HUMAN.H11MO.0.A	STA5B	STAT domain factors	STAT factors	NA
M08013_2.00	STAT1	STAT domain factors	STAT factors	NA
M08014_2.00	STAT1	STAT domain factors	STAT factors	NA
M08171_2.00	STAT1	STAT domain factors	STAT factors	NA
M08229_2.00	STAT1	STAT domain factors	STAT factors	NA
M08230_2.00	STAT1	STAT domain factors	STAT factors	NA
MA0137.3	STAT1	STAT domain factors	STAT factors	NA
STAT1_HUMAN.H11MO.0.A	STAT1	STAT domain factors	STAT factors	NA
MA0517.1	STAT1STAT2	STAT domain factors	STAT factors	NA
M08019_2.00	STAT2	STAT domain factors	STAT factors	NA
STAT2_HUMAN.H11MO.0.A	STAT2	STAT domain factors	STAT factors	NA
M08015_2.00	STAT3	STAT domain factors	STAT factors	NA
M08016_2.00	STAT3	STAT domain factors	STAT factors	NA
M08017_2.00	STAT3	STAT domain factors	STAT factors	NA
M08018_2.00	STAT3	STAT domain factors	STAT factors	NA
M08172_2.00	STAT3	STAT domain factors	STAT factors	NA
MA0144.2	STAT3	STAT domain factors	STAT factors	NA
STAT3_HUMAN.H11MO.0.A	STAT3	STAT domain factors	STAT factors	NA
STAT4_HUMAN.H11MO.0.A	STAT4	STAT domain factors	STAT factors	NA
STAT6_HUMAN.H11MO.0.B	STAT6	STAT domain factors	STAT factors	NA
STF1_HUMAN.H11MO.0.B	STF1	nuclear receptors with C4 zinc fingers	FTZ-F1-related receptors (NR5)	NA
SUH_HUMAN.H11MO.0.A	SUH	Rel homology region (RHR) factors	CSL-related factors	M
TAF1_HUMAN.H11MO.0.A	TAF1	high-mobility group (HMG) domain factors	TCF-7-related factors	NA
TAL1_HUMAN.H11MO.0.A	TAL1	basic helix-loop-helix (bHLH) factors	Tal-related factors	Tal/HEN-like factors
M08231_2.00	TBP	TATA-binding proteins	TBP-related factors	NA
TBP_HUMAN.H11MO.0.A	TBP	TATA-binding proteins	TBP-related factors	NA
TBX21_HUMAN.H11MO.0.A	TBX21	T-Box factors	TBrain-related factors	NA
TBX3_HUMAN.H11MO.0.C	TBX3	T-Box factors	TBX2-related factors	NA
M07805_2.00	TCF12	basic helix-loop-helix (bHLH) factors	E2A-related factors	NA
M07806_2.00	TCF12	basic helix-loop-helix (bHLH) factors	E2A-related factors	NA
MA1648.1	TCF12	basic helix-loop-helix (bHLH) factors	E2A-related factors	NA
MA0522.3	TCF3	basic helix-loop-helix (bHLH) factors	E2A-related factors	NA
MA0830.2	TCF4	basic helix-loop-helix (bHLH) factors	E2A-related factors	NA
MA0769.2	TCF7	high-mobility group (HMG) domain factors	TCF-7-related factors	NA
TCF7_HUMAN.H11MO.0.A	TCF7	high-mobility group (HMG) domain factors	TCF-7-related factors	NA
M08167_2.00	TCF7L2	high-mobility group (HMG) domain factors	TCF-7-related factors	NA
MA0523.1	TCF7L2	high-mobility group (HMG) domain factors	TCF-7-related factors	NA
MA0090.3	TEAD1	TEA domain factors	TEF-1-related factors	NA
TEAD1_HUMAN.H11MO.0.A	TEAD1	TEA domain factors	TEF-1-related factors	NA
M08175_2.00	TEAD2	TEA domain factors	TEF-1-related factors	NA
MA1121.1	TEAD2	TEA domain factors	TEF-1-related factors	NA
MA0809.2	TEAD4	TEA domain factors	TEF-1-related factors	NA
TEAD4_HUMAN.H11MO.0.A	TEAD4	TEA domain factors	TEF-1-related factors	NA
TF65_HUMAN.H11MO.0.A	TF65	Rel homology region (RHR) factors	NF-kappaB-related factors	NF-kappaB p65 subunit-like factors
TF7L1_HUMAN.H11MO.0.B	TF7L1	high-mobility group (HMG) domain factors	TCF-7-related factors	NA
TF7L2_HUMAN.H11MO.0.A	TF7L2	high-mobility group (HMG) domain factors	TCF-7-related factors	NA
M07784_2.00	TFAP2A	basic helix-span-helix factors (bHSH)	AP-2	NA
MA0003.4	TFAP2A	basic helix-span-helix factors (bHSH)	AP-2	NA
M07783_2.00	TFAP2C	basic helix-span-helix factors (bHSH)	AP-2	NA
MA0814.2	TFAP2C	basic helix-span-helix factors (bHSH)	AP-2	NA
TFAP4_HUMAN.H11MO.0.A	TFAP4	basic helix-loop-helix (bHLH)	bHLH-ZIP factors	AP-4
M08108_2.00	TFDP1	forkhead/winged helix factors	E2F-related factors	Dp-1
MA1122.1	TFDP1	forkhead/winged helix factors	E2F-related factors	Dp-1
TFDP1_HUMAN.H11MO.0.C	TFDP1	forkhead/winged helix factors	E2F-related factors	Dp-1
TFE2_HUMAN.H11MO.0.A	TFE2	basic helix-loop-helix factors (bHLH)	E2A-related factors	NA
TFE3_HUMAN.H11MO.0.B	TFE3	basic helix-loop-helix (bHLH)	bHLH-ZIP factors	TFE3-like factors
TFEB_HUMAN.H11MO.0.C	TFEB	basic helix-loop-helix (bHLH)	bHLH-ZIP factors	TFE3-like factors
TGIF1_HUMAN.H11MO.0.A	TGIF1	homeo domain factors	TALE-type homeo domain factors	TGIF
