Motif_ID	Motif_Type	MSource_Identifier	MSource_Type	TF_Status	TF_Name	TF_Species
M00383_2.00	PBM	Berger08	PBM	I	NKX1-2	Homo_sapiens
M00384_2.00	PBM	Berger08	PBM	I	NKX1-2	Homo_sapiens
M00387_2.00	PBM	Berger08	PBM	I	NKX1-2	Homo_sapiens
M00388_2.00	PBM	Berger08	PBM	I	NKX1-2	Homo_sapiens
M00393_2.00	PBM	Berger08	PBM	I	NKX1-2	Homo_sapiens
M00395_2.00	PBM	Berger08	PBM	I	NKX1-2	Homo_sapiens
M00398_2.00	PBM	Berger08	PBM	I	NKX1-2	Homo_sapiens
M00400_2.00	PBM	Berger08	PBM	I	NKX1-2	Homo_sapiens
M00401_2.00	PBM	Berger08	PBM	I	NKX1-2	Homo_sapiens
M00402_2.00	PBM	Berger08	PBM	I	NKX1-2	Homo_sapiens
M00403_2.00	PBM	Berger08	PBM	I	NKX1-2	Homo_sapiens
M00409_2.00	PBM	Berger08	PBM	I	NKX1-2	Homo_sapiens
M00413_2.00	PBM	Berger08	PBM	I	NKX1-2	Homo_sapiens
M00414_2.00	PBM	Berger08	PBM	I	NKX1-2	Homo_sapiens
M00417_2.00	PBM	Berger08	PBM	I	NKX1-2	Homo_sapiens
M00422_2.00	PBM	Berger08	PBM	I	NKX1-2	Homo_sapiens
M00423_2.00	PBM	Berger08	PBM	I	NKX1-2	Homo_sapiens
M00426_2.00	PBM	Berger08	PBM	I	NKX1-2	Homo_sapiens
M00429_2.00	PBM	Berger08	PBM	I	NKX1-2	Homo_sapiens
M00431_2.00	PBM	Berger08	PBM	I	NKX1-2	Homo_sapiens
M00433_2.00	PBM	Berger08	PBM	I	NKX1-2	Homo_sapiens
M00439_2.00	PBM	Berger08	PBM	I	NKX1-2	Homo_sapiens
M00442_2.00	PBM	Berger08	PBM	I	NKX1-2	Homo_sapiens
M00443_2.00	PBM	Berger08	PBM	I	NKX1-2	Homo_sapiens
M00446_2.00	PBM	Berger08	PBM	I	NKX1-2	Homo_sapiens
M00449_2.00	PBM	Berger08	PBM	I	NKX1-2	Homo_sapiens
M00450_2.00	PBM	Berger08	PBM	I	NKX1-2	Homo_sapiens
M00452_2.00	PBM	Berger08	PBM	I	NKX1-2	Homo_sapiens
M00457_2.00	PBM	Berger08	PBM	I	NKX1-2	Homo_sapiens
M00459_2.00	PBM	Berger08	PBM	I	NKX1-2	Homo_sapiens
M00460_2.00	PBM	Berger08	PBM	I	NKX1-2	Homo_sapiens
M00462_2.00	PBM	Berger08	PBM	I	NKX1-2	Homo_sapiens
M00464_2.00	PBM	Berger08	PBM	I	NKX1-2	Homo_sapiens
M00467_2.00	PBM	Berger08	PBM	I	NKX1-2	Homo_sapiens
M00469_2.00	PBM	Berger08	PBM	I	NKX1-2	Homo_sapiens
M00471_2.00	PBM	Berger08	PBM	I	NKX1-2	Homo_sapiens
M00472_2.00	PBM	Berger08	PBM	I	NKX1-2	Homo_sapiens
M00478_2.00	PBM	Berger08	PBM	I	NKX1-2	Homo_sapiens
M00479_2.00	PBM	Berger08	PBM	I	NKX1-2	Homo_sapiens
M00480_2.00	PBM	Berger08	PBM	I	NKX1-2	Homo_sapiens
M00484_2.00	PBM	Berger08	PBM	I	NKX1-2	Homo_sapiens
M00486_2.00	PBM	Berger08	PBM	I	NKX1-2	Homo_sapiens
M00487_2.00	PBM	Berger08	PBM	I	NKX1-2	Homo_sapiens
M00491_2.00	PBM	Berger08	PBM	I	NKX1-2	Homo_sapiens
M00492_2.00	PBM	Berger08	PBM	I	NKX1-2	Homo_sapiens
M00495_2.00	PBM	Berger08	PBM	I	NKX1-2	Homo_sapiens
M00498_2.00	PBM	Berger08	PBM	I	NKX1-2	Homo_sapiens
M00501_2.00	PBM	Berger08	PBM	I	NKX1-2	Homo_sapiens
M00503_2.00	PBM	Berger08	PBM	I	NKX1-2	Homo_sapiens
M00504_2.00	PBM	Berger08	PBM	I	NKX1-2	Homo_sapiens
M00516_2.00	PBM	Berger08	PBM	I	NKX1-2	Homo_sapiens
M00519_2.00	PBM	Berger08	PBM	I	NKX1-2	Homo_sapiens
M00524_2.00	PBM	Berger08	PBM	I	NKX1-2	Homo_sapiens
M00525_2.00	PBM	Berger08	PBM	I	NKX1-2	Homo_sapiens
M00526_2.00	PBM	Berger08	PBM	I	NKX1-2	Homo_sapiens
M00530_2.00	PBM	Berger08	PBM	I	NKX1-2	Homo_sapiens
M00531_2.00	PBM	Berger08	PBM	I	NKX1-2	Homo_sapiens
M00532_2.00	PBM	Berger08	PBM	I	NKX1-2	Homo_sapiens
M00537_2.00	PBM	Berger08	PBM	I	NKX1-2	Homo_sapiens
M00555_2.00	PBM	BusserDevelopment2012	PBM	I	NKX1-2	Homo_sapiens
M00556_2.00	PBM	BusserDevelopment2012	PBM	I	NKX1-2	Homo_sapiens
M00557_2.00	PBM	BusserDevelopment2012	PBM	I	NKX1-2	Homo_sapiens
M00678_2.00	PBM	CEPD	PBM	I	NKX1-2	Homo_sapiens
M02078_2.00	PBM	Zoo_01	PBM	I	NKX1-2	Homo_sapiens
M02079_2.00	PBM	Zoo_01	PBM	I	NKX1-2	Homo_sapiens
M02083_2.00	PBM	Zoo_01	PBM	I	NKX1-2	Homo_sapiens
M02087_2.00	PBM	Zoo_01	PBM	I	NKX1-2	Homo_sapiens
M02088_2.00	PBM	Zoo_01	PBM	I	NKX1-2	Homo_sapiens
M02091_2.00	PBM	Zoo_01	PBM	I	NKX1-2	Homo_sapiens
M02095_2.00	PBM	Zoo_01	PBM	I	NKX1-2	Homo_sapiens
M02097_2.00	PBM	Zoo_01	PBM	I	NKX1-2	Homo_sapiens
M02101_2.00	PBM	Zoo_01	PBM	I	NKX1-2	Homo_sapiens
M02106_2.00	PBM	Zoo_01	PBM	I	NKX1-2	Homo_sapiens
M02107_2.00	PBM	Zoo_01	PBM	I	NKX1-2	Homo_sapiens
M02111_2.00	PBM	Zoo_01	PBM	I	NKX1-2	Homo_sapiens
M02112_2.00	PBM	Zoo_01	PBM	I	NKX1-2	Homo_sapiens
M02113_2.00	PBM	Zoo_01	PBM	I	NKX1-2	Homo_sapiens
M02114_2.00	PBM	Zoo_01	PBM	I	NKX1-2	Homo_sapiens
M02115_2.00	PBM	Zoo_01	PBM	I	NKX1-2	Homo_sapiens
M02118_2.00	PBM	Zoo_01	PBM	I	NKX1-2	Homo_sapiens
M02126_2.00	PBM	Zoo_01	PBM	I	NKX1-2	Homo_sapiens
M02129_2.00	PBM	Zoo_01	PBM	I	NKX1-2	Homo_sapiens
M02130_2.00	PBM	Zoo_01	PBM	I	NKX1-2	Homo_sapiens
M02150_2.00	PBM	Zoo_01	PBM	I	NKX1-2	Homo_sapiens
M02152_2.00	PBM	Zoo_01	PBM	I	NKX1-2	Homo_sapiens
M02154_2.00	PBM	Zoo_01	PBM	I	NKX1-2	Homo_sapiens
M02162_2.00	PBM	Zoo_01	PBM	I	NKX1-2	Homo_sapiens
M02166_2.00	PBM	Zoo_01	PBM	I	NKX1-2	Homo_sapiens
M02175_2.00	PBM	Zoo_01	PBM	I	NKX1-2	Homo_sapiens
M02179_2.00	PBM	Zoo_01	PBM	I	NKX1-2	Homo_sapiens
M02180_2.00	PBM	Zoo_01	PBM	I	NKX1-2	Homo_sapiens
M02186_2.00	PBM	Zoo_01	PBM	I	NKX1-2	Homo_sapiens
M02187_2.00	PBM	Zoo_01	PBM	I	NKX1-2	Homo_sapiens
M02199_2.00	PBM	Zoo_01	PBM	I	NKX1-2	Homo_sapiens
M02200_2.00	PBM	Zoo_01	PBM	I	NKX1-2	Homo_sapiens
M02205_2.00	PBM	Zoo_01	PBM	I	NKX1-2	Homo_sapiens
M02215_2.00	PBM	Zoo_01	PBM	I	NKX1-2	Homo_sapiens
M02231_2.00	PBM	Zoo_01	PBM	I	NKX1-2	Homo_sapiens
M02232_2.00	PBM	Zoo_01	PBM	I	NKX1-2	Homo_sapiens
M02233_2.00	PBM	Zoo_01	PBM	I	NKX1-2	Homo_sapiens
M02234_2.00	PBM	Zoo_01	PBM	I	NKX1-2	Homo_sapiens
M03076_2.00	SELEX	Jolma2013	SELEX	I	NKX1-2	Homo_sapiens
M03077_2.00	SELEX	Jolma2013	SELEX	I	NKX1-2	Homo_sapiens
M03078_2.00	SELEX	Jolma2013	SELEX	I	NKX1-2	Homo_sapiens
M03079_2.00	SELEX	Jolma2013	SELEX	I	NKX1-2	Homo_sapiens
M03081_2.00	SELEX	Jolma2013	SELEX	I	NKX1-2	Homo_sapiens
M03095_2.00	SELEX	Jolma2013	SELEX	I	NKX1-2	Homo_sapiens
M03096_2.00	SELEX	Jolma2013	SELEX	I	NKX1-2	Homo_sapiens
M03097_2.00	SELEX	Jolma2013	SELEX	I	NKX1-2	Homo_sapiens
M03102_2.00	SELEX	Jolma2013	SELEX	I	NKX1-2	Homo_sapiens
M03103_2.00	SELEX	Jolma2013	SELEX	I	NKX1-2	Homo_sapiens
M03104_2.00	SELEX	Jolma2013	SELEX	I	NKX1-2	Homo_sapiens
M03105_2.00	SELEX	Jolma2013	SELEX	I	NKX1-2	Homo_sapiens
M03112_2.00	SELEX	Jolma2013	SELEX	I	NKX1-2	Homo_sapiens
M03113_2.00	SELEX	Jolma2013	SELEX	I	NKX1-2	Homo_sapiens
M03114_2.00	SELEX	Jolma2013	SELEX	I	NKX1-2	Homo_sapiens
M03118_2.00	SELEX	Jolma2013	SELEX	I	NKX1-2	Homo_sapiens
M03119_2.00	SELEX	Jolma2013	SELEX	I	NKX1-2	Homo_sapiens
M03120_2.00	SELEX	Jolma2013	SELEX	I	NKX1-2	Homo_sapiens
M03121_2.00	SELEX	Jolma2013	SELEX	I	NKX1-2	Homo_sapiens
M03122_2.00	SELEX	Jolma2013	SELEX	I	NKX1-2	Homo_sapiens
M03124_2.00	SELEX	Jolma2013	SELEX	I	NKX1-2	Homo_sapiens
M03125_2.00	SELEX	Jolma2013	SELEX	I	NKX1-2	Homo_sapiens
M03126_2.00	SELEX	Jolma2013	SELEX	I	NKX1-2	Homo_sapiens
M03127_2.00	SELEX	Jolma2013	SELEX	I	NKX1-2	Homo_sapiens
M03128_2.00	SELEX	Jolma2013	SELEX	I	NKX1-2	Homo_sapiens
M03137_2.00	SELEX	Jolma2013	SELEX	I	NKX1-2	Homo_sapiens
M03138_2.00	SELEX	Jolma2013	SELEX	I	NKX1-2	Homo_sapiens
M03143_2.00	SELEX	Jolma2013	SELEX	I	NKX1-2	Homo_sapiens
M03144_2.00	SELEX	Jolma2013	SELEX	I	NKX1-2	Homo_sapiens
M03145_2.00	SELEX	Jolma2013	SELEX	I	NKX1-2	Homo_sapiens
M03149_2.00	SELEX	Jolma2013	SELEX	I	NKX1-2	Homo_sapiens
M03151_2.00	SELEX	Jolma2013	SELEX	I	NKX1-2	Homo_sapiens
M03152_2.00	SELEX	Jolma2013	SELEX	I	NKX1-2	Homo_sapiens
M03155_2.00	SELEX	Jolma2013	SELEX	I	NKX1-2	Homo_sapiens
M03156_2.00	SELEX	Jolma2013	SELEX	I	NKX1-2	Homo_sapiens
M03157_2.00	SELEX	Jolma2013	SELEX	I	NKX1-2	Homo_sapiens
M03158_2.00	SELEX	Jolma2013	SELEX	I	NKX1-2	Homo_sapiens
M03159_2.00	SELEX	Jolma2013	SELEX	I	NKX1-2	Homo_sapiens
M03160_2.00	SELEX	Jolma2013	SELEX	I	NKX1-2	Homo_sapiens
M03161_2.00	SELEX	Jolma2013	SELEX	I	NKX1-2	Homo_sapiens
M03162_2.00	SELEX	Jolma2013	SELEX	I	NKX1-2	Homo_sapiens
M03166_2.00	SELEX	Jolma2013	SELEX	I	NKX1-2	Homo_sapiens
M03169_2.00	SELEX	Jolma2013	SELEX	I	NKX1-2	Homo_sapiens
M03170_2.00	SELEX	Jolma2013	SELEX	I	NKX1-2	Homo_sapiens
M03172_2.00	SELEX	Jolma2013	SELEX	I	NKX1-2	Homo_sapiens
M03173_2.00	SELEX	Jolma2013	SELEX	I	NKX1-2	Homo_sapiens
M03174_2.00	SELEX	Jolma2013	SELEX	I	NKX1-2	Homo_sapiens
M03180_2.00	SELEX	Jolma2013	SELEX	I	NKX1-2	Homo_sapiens
M03181_2.00	SELEX	Jolma2013	SELEX	I	NKX1-2	Homo_sapiens
M03182_2.00	SELEX	Jolma2013	SELEX	I	NKX1-2	Homo_sapiens
M03183_2.00	SELEX	Jolma2013	SELEX	I	NKX1-2	Homo_sapiens
M03184_2.00	SELEX	Jolma2013	SELEX	I	NKX1-2	Homo_sapiens
M03185_2.00	SELEX	Jolma2013	SELEX	I	NKX1-2	Homo_sapiens
M03186_2.00	SELEX	Jolma2013	SELEX	I	NKX1-2	Homo_sapiens
M03189_2.00	SELEX	Jolma2013	SELEX	I	NKX1-2	Homo_sapiens
M03190_2.00	SELEX	Jolma2013	SELEX	I	NKX1-2	Homo_sapiens
M03191_2.00	SELEX	Jolma2013	SELEX	I	NKX1-2	Homo_sapiens
M03192_2.00	SELEX	Jolma2013	SELEX	I	NKX1-2	Homo_sapiens
M03193_2.00	SELEX	Jolma2013	SELEX	I	NKX1-2	Homo_sapiens
M03194_2.00	SELEX	Jolma2013	SELEX	I	NKX1-2	Homo_sapiens
M03199_2.00	SELEX	Jolma2013	SELEX	I	NKX1-2	Homo_sapiens
M03200_2.00	SELEX	Jolma2013	SELEX	I	NKX1-2	Homo_sapiens
M03201_2.00	SELEX	Jolma2013	SELEX	I	NKX1-2	Homo_sapiens
M03202_2.00	SELEX	Jolma2013	SELEX	I	NKX1-2	Homo_sapiens
M03203_2.00	SELEX	Jolma2013	SELEX	I	NKX1-2	Homo_sapiens
M03204_2.00	SELEX	Jolma2013	SELEX	I	NKX1-2	Homo_sapiens
M03205_2.00	SELEX	Jolma2013	SELEX	I	NKX1-2	Homo_sapiens
M03210_2.00	SELEX	Jolma2013	SELEX	I	NKX1-2	Homo_sapiens
M03211_2.00	SELEX	Jolma2013	SELEX	I	NKX1-2	Homo_sapiens
M03213_2.00	SELEX	Jolma2013	SELEX	I	NKX1-2	Homo_sapiens
M03214_2.00	SELEX	Jolma2013	SELEX	I	NKX1-2	Homo_sapiens
M03215_2.00	SELEX	Jolma2013	SELEX	I	NKX1-2	Homo_sapiens
M03216_2.00	SELEX	Jolma2013	SELEX	I	NKX1-2	Homo_sapiens
M03217_2.00	SELEX	Jolma2013	SELEX	I	NKX1-2	Homo_sapiens
M03218_2.00	SELEX	Jolma2013	SELEX	I	NKX1-2	Homo_sapiens
M03219_2.00	SELEX	Jolma2013	SELEX	I	NKX1-2	Homo_sapiens
M03220_2.00	SELEX	Jolma2013	SELEX	I	NKX1-2	Homo_sapiens
M03226_2.00	SELEX	Jolma2013	SELEX	I	NKX1-2	Homo_sapiens
M03227_2.00	SELEX	Jolma2013	SELEX	I	NKX1-2	Homo_sapiens
M03231_2.00	SELEX	Jolma2013	SELEX	I	NKX1-2	Homo_sapiens
M03232_2.00	SELEX	Jolma2013	SELEX	I	NKX1-2	Homo_sapiens
M03233_2.00	SELEX	Jolma2013	SELEX	I	NKX1-2	Homo_sapiens
M03235_2.00	SELEX	Jolma2013	SELEX	I	NKX1-2	Homo_sapiens
M03241_2.00	SELEX	Jolma2013	SELEX	I	NKX1-2	Homo_sapiens
M03243_2.00	SELEX	Jolma2013	SELEX	I	NKX1-2	Homo_sapiens
M03251_2.00	SELEX	Jolma2013	SELEX	I	NKX1-2	Homo_sapiens
M03254_2.00	SELEX	Jolma2013	SELEX	I	NKX1-2	Homo_sapiens
M03255_2.00	SELEX	Jolma2013	SELEX	I	NKX1-2	Homo_sapiens
M03256_2.00	SELEX	Jolma2013	SELEX	I	NKX1-2	Homo_sapiens
M03258_2.00	SELEX	Jolma2013	SELEX	I	NKX1-2	Homo_sapiens
M03259_2.00	SELEX	Jolma2013	SELEX	I	NKX1-2	Homo_sapiens
M03260_2.00	SELEX	Jolma2013	SELEX	I	NKX1-2	Homo_sapiens
M03263_2.00	SELEX	Jolma2013	SELEX	I	NKX1-2	Homo_sapiens
M03264_2.00	SELEX	Jolma2013	SELEX	I	NKX1-2	Homo_sapiens
M03265_2.00	SELEX	Jolma2013	SELEX	I	NKX1-2	Homo_sapiens
M03267_2.00	SELEX	Jolma2013	SELEX	I	NKX1-2	Homo_sapiens
M03268_2.00	SELEX	Jolma2013	SELEX	I	NKX1-2	Homo_sapiens
M03269_2.00	SELEX	Jolma2013	SELEX	I	NKX1-2	Homo_sapiens
M03271_2.00	SELEX	Jolma2013	SELEX	I	NKX1-2	Homo_sapiens
M03272_2.00	SELEX	Jolma2013	SELEX	I	NKX1-2	Homo_sapiens
M03273_2.00	SELEX	Jolma2013	SELEX	I	NKX1-2	Homo_sapiens
M03276_2.00	SELEX	Jolma2013	SELEX	I	NKX1-2	Homo_sapiens
M03277_2.00	SELEX	Jolma2013	SELEX	I	NKX1-2	Homo_sapiens
M03278_2.00	SELEX	Jolma2013	SELEX	I	NKX1-2	Homo_sapiens
M03281_2.00	SELEX	Jolma2013	SELEX	I	NKX1-2	Homo_sapiens
M03286_2.00	SELEX	Jolma2013	SELEX	I	NKX1-2	Homo_sapiens
M03287_2.00	SELEX	Jolma2013	SELEX	I	NKX1-2	Homo_sapiens
M03776_2.00	SELEX	Nitta2015	SELEX	I	NKX1-2	Homo_sapiens
M03777_2.00	SELEX	Nitta2015	SELEX	I	NKX1-2	Homo_sapiens
M03778_2.00	SELEX	Nitta2015	SELEX	I	NKX1-2	Homo_sapiens
M03784_2.00	SELEX	Nitta2015	SELEX	I	NKX1-2	Homo_sapiens
M03785_2.00	SELEX	Nitta2015	SELEX	I	NKX1-2	Homo_sapiens
M03786_2.00	SELEX	Nitta2015	SELEX	I	NKX1-2	Homo_sapiens
M03787_2.00	SELEX	Nitta2015	SELEX	I	NKX1-2	Homo_sapiens
M03788_2.00	SELEX	Nitta2015	SELEX	I	NKX1-2	Homo_sapiens
M03789_2.00	SELEX	Nitta2015	SELEX	I	NKX1-2	Homo_sapiens
M03790_2.00	SELEX	Nitta2015	SELEX	I	NKX1-2	Homo_sapiens
M03791_2.00	SELEX	Nitta2015	SELEX	I	NKX1-2	Homo_sapiens
M03792_2.00	SELEX	Nitta2015	SELEX	I	NKX1-2	Homo_sapiens
M03793_2.00	SELEX	Nitta2015	SELEX	I	NKX1-2	Homo_sapiens
M03794_2.00	SELEX	Nitta2015	SELEX	I	NKX1-2	Homo_sapiens
M03797_2.00	SELEX	Nitta2015	SELEX	I	NKX1-2	Homo_sapiens
M03798_2.00	SELEX	Nitta2015	SELEX	I	NKX1-2	Homo_sapiens
M03799_2.00	SELEX	Nitta2015	SELEX	I	NKX1-2	Homo_sapiens
M03805_2.00	SELEX	Nitta2015	SELEX	I	NKX1-2	Homo_sapiens
M03806_2.00	SELEX	Nitta2015	SELEX	I	NKX1-2	Homo_sapiens
M03807_2.00	SELEX	Nitta2015	SELEX	I	NKX1-2	Homo_sapiens
M03810_2.00	SELEX	Nitta2015	SELEX	I	NKX1-2	Homo_sapiens
M03811_2.00	SELEX	Nitta2015	SELEX	I	NKX1-2	Homo_sapiens
M03813_2.00	SELEX	Nitta2015	SELEX	I	NKX1-2	Homo_sapiens
M03814_2.00	SELEX	Nitta2015	SELEX	I	NKX1-2	Homo_sapiens
M03826_2.00	SELEX	Nitta2015	SELEX	I	NKX1-2	Homo_sapiens
M03827_2.00	SELEX	Nitta2015	SELEX	I	NKX1-2	Homo_sapiens
M03828_2.00	SELEX	Nitta2015	SELEX	I	NKX1-2	Homo_sapiens
M03829_2.00	SELEX	Nitta2015	SELEX	I	NKX1-2	Homo_sapiens
M03830_2.00	SELEX	Nitta2015	SELEX	I	NKX1-2	Homo_sapiens
M03832_2.00	SELEX	Nitta2015	SELEX	I	NKX1-2	Homo_sapiens
M03833_2.00	SELEX	Nitta2015	SELEX	I	NKX1-2	Homo_sapiens
M03834_2.00	SELEX	Nitta2015	SELEX	I	NKX1-2	Homo_sapiens
M03835_2.00	SELEX	Nitta2015	SELEX	I	NKX1-2	Homo_sapiens
M03836_2.00	SELEX	Nitta2015	SELEX	I	NKX1-2	Homo_sapiens
M03840_2.00	SELEX	Nitta2015	SELEX	I	NKX1-2	Homo_sapiens
M03841_2.00	SELEX	Nitta2015	SELEX	I	NKX1-2	Homo_sapiens
M03845_2.00	SELEX	Nitta2015	SELEX	I	NKX1-2	Homo_sapiens
M03846_2.00	SELEX	Nitta2015	SELEX	I	NKX1-2	Homo_sapiens
M03847_2.00	SELEX	Nitta2015	SELEX	I	NKX1-2	Homo_sapiens
M03848_2.00	SELEX	Nitta2015	SELEX	I	NKX1-2	Homo_sapiens
M03849_2.00	SELEX	Nitta2015	SELEX	I	NKX1-2	Homo_sapiens
M03851_2.00	SELEX	Nitta2015	SELEX	I	NKX1-2	Homo_sapiens
M03852_2.00	SELEX	Nitta2015	SELEX	I	NKX1-2	Homo_sapiens
M03855_2.00	SELEX	Nitta2015	SELEX	I	NKX1-2	Homo_sapiens
M03856_2.00	SELEX	Nitta2015	SELEX	I	NKX1-2	Homo_sapiens
M03857_2.00	SELEX	Nitta2015	SELEX	I	NKX1-2	Homo_sapiens
M03858_2.00	SELEX	Nitta2015	SELEX	I	NKX1-2	Homo_sapiens
M03863_2.00	SELEX	Nitta2015	SELEX	I	NKX1-2	Homo_sapiens
M03864_2.00	SELEX	Nitta2015	SELEX	I	NKX1-2	Homo_sapiens
M03865_2.00	SELEX	Nitta2015	SELEX	I	NKX1-2	Homo_sapiens
M03866_2.00	SELEX	Nitta2015	SELEX	I	NKX1-2	Homo_sapiens
M03867_2.00	SELEX	Nitta2015	SELEX	I	NKX1-2	Homo_sapiens
M03868_2.00	SELEX	Nitta2015	SELEX	I	NKX1-2	Homo_sapiens
M03871_2.00	SELEX	Nitta2015	SELEX	I	NKX1-2	Homo_sapiens
M03872_2.00	SELEX	Nitta2015	SELEX	I	NKX1-2	Homo_sapiens
M03874_2.00	SELEX	Nitta2015	SELEX	I	NKX1-2	Homo_sapiens
M03875_2.00	SELEX	Nitta2015	SELEX	I	NKX1-2	Homo_sapiens
M03876_2.00	SELEX	Nitta2015	SELEX	I	NKX1-2	Homo_sapiens
M03877_2.00	SELEX	Nitta2015	SELEX	I	NKX1-2	Homo_sapiens
M03878_2.00	SELEX	Nitta2015	SELEX	I	NKX1-2	Homo_sapiens
M03879_2.00	SELEX	Nitta2015	SELEX	I	NKX1-2	Homo_sapiens
M03880_2.00	SELEX	Nitta2015	SELEX	I	NKX1-2	Homo_sapiens
M03881_2.00	SELEX	Nitta2015	SELEX	I	NKX1-2	Homo_sapiens
M03882_2.00	SELEX	Nitta2015	SELEX	I	NKX1-2	Homo_sapiens
M04895_2.00	SELEX	Yin2017	SELEX	I	NKX1-2	Homo_sapiens
M04896_2.00	SELEX	Yin2017	SELEX	I	NKX1-2	Homo_sapiens
M04901_2.00	SELEX	Yin2017	SELEX	I	NKX1-2	Homo_sapiens
M04902_2.00	SELEX	Yin2017	SELEX	I	NKX1-2	Homo_sapiens
M04903_2.00	SELEX	Yin2017	SELEX	I	NKX1-2	Homo_sapiens
M04904_2.00	SELEX	Yin2017	SELEX	I	NKX1-2	Homo_sapiens
M04905_2.00	SELEX	Yin2017	SELEX	I	NKX1-2	Homo_sapiens
M04906_2.00	SELEX	Yin2017	SELEX	I	NKX1-2	Homo_sapiens
M04907_2.00	SELEX	Yin2017	SELEX	I	NKX1-2	Homo_sapiens
M04915_2.00	SELEX	Yin2017	SELEX	I	NKX1-2	Homo_sapiens
M04916_2.00	SELEX	Yin2017	SELEX	I	NKX1-2	Homo_sapiens
M04917_2.00	SELEX	Yin2017	SELEX	I	NKX1-2	Homo_sapiens
M04918_2.00	SELEX	Yin2017	SELEX	I	NKX1-2	Homo_sapiens
M04919_2.00	SELEX	Yin2017	SELEX	I	NKX1-2	Homo_sapiens
M04922_2.00	SELEX	Yin2017	SELEX	I	NKX1-2	Homo_sapiens
M04923_2.00	SELEX	Yin2017	SELEX	I	NKX1-2	Homo_sapiens
M04924_2.00	SELEX	Yin2017	SELEX	I	NKX1-2	Homo_sapiens
M04925_2.00	SELEX	Yin2017	SELEX	I	NKX1-2	Homo_sapiens
M04926_2.00	SELEX	Yin2017	SELEX	I	NKX1-2	Homo_sapiens
M04927_2.00	SELEX	Yin2017	SELEX	I	NKX1-2	Homo_sapiens
M04953_2.00	SELEX	Yin2017	SELEX	I	NKX1-2	Homo_sapiens
M04954_2.00	SELEX	Yin2017	SELEX	I	NKX1-2	Homo_sapiens
M04955_2.00	SELEX	Yin2017	SELEX	I	NKX1-2	Homo_sapiens
M04956_2.00	SELEX	Yin2017	SELEX	I	NKX1-2	Homo_sapiens
M04957_2.00	SELEX	Yin2017	SELEX	I	NKX1-2	Homo_sapiens
M04958_2.00	SELEX	Yin2017	SELEX	I	NKX1-2	Homo_sapiens
M04959_2.00	SELEX	Yin2017	SELEX	I	NKX1-2	Homo_sapiens
M04960_2.00	SELEX	Yin2017	SELEX	I	NKX1-2	Homo_sapiens
M04961_2.00	SELEX	Yin2017	SELEX	I	NKX1-2	Homo_sapiens
M04962_2.00	SELEX	Yin2017	SELEX	I	NKX1-2	Homo_sapiens
M04963_2.00	SELEX	Yin2017	SELEX	I	NKX1-2	Homo_sapiens
M04964_2.00	SELEX	Yin2017	SELEX	I	NKX1-2	Homo_sapiens
M04965_2.00	SELEX	Yin2017	SELEX	I	NKX1-2	Homo_sapiens
M04966_2.00	SELEX	Yin2017	SELEX	I	NKX1-2	Homo_sapiens
M04967_2.00	SELEX	Yin2017	SELEX	I	NKX1-2	Homo_sapiens
M04968_2.00	SELEX	Yin2017	SELEX	I	NKX1-2	Homo_sapiens
M04969_2.00	SELEX	Yin2017	SELEX	I	NKX1-2	Homo_sapiens
M04970_2.00	SELEX	Yin2017	SELEX	I	NKX1-2	Homo_sapiens
M04971_2.00	SELEX	Yin2017	SELEX	I	NKX1-2	Homo_sapiens
M04972_2.00	SELEX	Yin2017	SELEX	I	NKX1-2	Homo_sapiens
M04973_2.00	SELEX	Yin2017	SELEX	I	NKX1-2	Homo_sapiens
M04985_2.00	SELEX	Yin2017	SELEX	I	NKX1-2	Homo_sapiens
M04986_2.00	SELEX	Yin2017	SELEX	I	NKX1-2	Homo_sapiens
M04987_2.00	SELEX	Yin2017	SELEX	I	NKX1-2	Homo_sapiens
M04988_2.00	SELEX	Yin2017	SELEX	I	NKX1-2	Homo_sapiens
M04989_2.00	SELEX	Yin2017	SELEX	I	NKX1-2	Homo_sapiens
M04990_2.00	SELEX	Yin2017	SELEX	I	NKX1-2	Homo_sapiens
M04991_2.00	SELEX	Yin2017	SELEX	I	NKX1-2	Homo_sapiens
M05002_2.00	SELEX	Yin2017	SELEX	I	NKX1-2	Homo_sapiens
M05003_2.00	SELEX	Yin2017	SELEX	I	NKX1-2	Homo_sapiens
M05004_2.00	SELEX	Yin2017	SELEX	I	NKX1-2	Homo_sapiens
M05005_2.00	SELEX	Yin2017	SELEX	I	NKX1-2	Homo_sapiens
M05006_2.00	SELEX	Yin2017	SELEX	I	NKX1-2	Homo_sapiens
M05007_2.00	SELEX	Yin2017	SELEX	I	NKX1-2	Homo_sapiens
M05008_2.00	SELEX	Yin2017	SELEX	I	NKX1-2	Homo_sapiens
M05009_2.00	SELEX	Yin2017	SELEX	I	NKX1-2	Homo_sapiens
M05010_2.00	SELEX	Yin2017	SELEX	I	NKX1-2	Homo_sapiens
M05011_2.00	SELEX	Yin2017	SELEX	I	NKX1-2	Homo_sapiens
M05020_2.00	SELEX	Yin2017	SELEX	I	NKX1-2	Homo_sapiens
M05021_2.00	SELEX	Yin2017	SELEX	I	NKX1-2	Homo_sapiens
M05026_2.00	SELEX	Yin2017	SELEX	I	NKX1-2	Homo_sapiens
